app_name,avg_sentiment
Space Overlords,-0.148
Space Pilgrim Episode II: Epsilon Indi,0.429
Space Pilgrim Episode III: Delta Pavonis,0.598
Space Pilgrim Episode IV: Sol,0.599
Space Pirates and Zombies,0.559
Space Quest Collection,0.317
Space Ranger ASK,0.97
Space Rangers HD: A War Apart,0.439
Space Rangers: Quest,-1.0
Space Robot Samurai Zombie Slayer,0.407
Space Rogue,0.039
Space Run,0.483
Space Run Galaxy,0.073
Space Salvager,-0.581
Space Scaven,0.513
Space Station Alpha,-0.462
Space Survival,-0.146
Space Trader: Merchant Marine,-0.166
Space Warp,-0.201
Space Xonix,0.655
SpaceChem,0.662
SpaceCorn,-0.442
Spacebase DF-9,-0.774
Spaceforce Constellations,-0.784
Spaceforce Homeworld,-0.201
Spaceforce Rogue Universe HD,-0.325
Spacejacked,0.845
Spaceman Sparkles 2,0.183
Spaceman Sparkles 3,0.176
Spaceport Hope,0.214
Spandex Force: Champion Rising,-0.484
Sparkle 2,0.476
Sparkle 2 Evo,0.057
Sparkle 3 Genesis,-0.105
Sparkle ZERO,-0.269
Spartans Vs Zombies Defense,-0.56
Spate,0.009
Spatial Sound Card,-0.073
Spec Ops: The Line,0.246
Special Forces: Team X,-0.281
Special Tactics Online,-0.014
Spectra,0.071
Spectre,-0.92
Spectromancer,0.564
Spectrubes,0.999
Spectrum,0.823
Spectrum: First Light,-1.0
Speech Trainer,0.115
Speed Kills,-0.55
SpeedRunners,0.509
Speedball 2 HD,-0.124
Spell Casting: Meowgically Enhanced Edition,0.829
Spell Fighter VR,0.133
SpellForce 2 - Anniversary Edition,-0.13
SpellForce 2 - Demons of the Past,-0.409
SpellForce 2 - Faith in Destiny,-0.243
SpellForce: Platinum Edition,0.432
Spellbind,-0.451
Spellcrafter,-0.709
Spellforge,0.333
Spellstone,0.044
Spellweaver,0.212
Spelunky,0.296
Spelunx,0.946
Spermination,0.12
Sphere 3: Enchanted World,-0.42
Spider-Man: Shattered Dimensions,-0.013
Spikit,0.17
Spin Rush,0.589
Spinning Maze,0.333
Spiral Knights,-0.42
Spirit Of War,0.098
Spirit Run - Fire vs. Ice,-0.143
Spirited Heart Deluxe,-0.596
Spirits,0.044
Spirits of Xanadu,0.389
Splatter - Zombiecalypse Now,0.336
Splendor,0.146
Splice,0.51
Split/Second,-0.129
Spoiler Alert,-0.2
Spoko and Poko,-0.667
Spooky Bonus,0.936
Spooky Cats,0.248
Spooky Heroes,0.196
Spooky's Jump Scare Mansion,0.128
Spore: Creepy & Cute Parts Pack,0.194
Sportsfriends,0.389
Sprint Cars: Road to Knoxville,-0.092
Sprinter,0.487
Sprite Lamp,0.99
Spriter Pro,0.44
Sproggiwood,0.513
Spud!,-0.001
Spud's Quest,0.535
Spunk and Moxie,0.146
Spy Chameleon - RGB Agent,0.458
Square Arena,-0.888
Square Brawl,0.325
Square Heroes,0.476
Square's Route,0.494
SquareCells,0.643
Squareface,0.51
Squarelands,-0.39
Squirbs,-0.239
Squirreltopia,-0.032
Squirt's Adventure,0.536
Squishy the Suicidal Pig,-0.05
Stacking,0.822
Stained,-0.109
Stairs,-0.07
Stalingrad,0.372
Standpoint,0.083
Star Balls,0.991
Star Chart,-0.319
Star Chronicles: Delta Quadrant,-0.332
Star Conflict,0.402
Star Crusade CCG,0.406
Star Drifter,-0.229
Star Fields,-0.333
Star Fight,0.636
Star Hammer: The Vanguard Prophecy ,0.32
Star Horizon,-0.142
Star Nomad,-0.117
Star Nomad 2,0.385
Star Raiders ,-0.894
Star Realms,0.406
Star Ruler,0.263
Star Ruler 2,0.302
Star Sky,0.324
Star Sky 2,0.45
Star Traders: 4X Empires,0.043
Star Trek Online,0.32
Star Trek: Starfleet Command Gold Edition,-0.291
Star Trek™: 25th Anniversary,0.609
Star Trek™: Judgment Rites,0.465
Star Trek™: Starfleet Academy,0.088
Star Vikings Forever,0.992
"Star Wars: Battlefront 2 (Classic, 2005)",0.735
Star Wolves,0.034
Star Wolves 2,-0.801
Star Wolves 3: Civil War,-0.024
Star-Twine,0.998
StarBreak,0.021
StarDrive,-0.475
StarDrive 2,0.049
Starbound,0.33
Starchaser: Priestess of the Night Sky,0.199
Stardust Galaxy Warriors,0.746
Stardust Vanguards,0.446
Stargazer,0.21
Stargunner,0.693
Starion Tactics,-0.177
Starlaxis Supernova Edition,0.388
Starlight Inception,-0.715
Starlight Tactics,-0.084
Starlight Vega,0.376
Starlite: Astronaut Rescue,-0.554
Starlord,-0.996
Starpoint Gemini,-0.377
Starpoint Gemini 2,0.033
Stars,0.422
StarsOne,-0.959
Starscape,0.323
Starseed Pilgrim,-0.109
Starship Rubicon,0.671
Starship Titanic,0.666
Starship Traveller,-0.12
Starsphere,0.149
StartBolita,0.183
Starters Orders 6,0.431
Startopia,0.553
Starward Rogue,0.668
State of Anarchy,0.309
State of Decay,0.405
State of Decay: Year-One,-0.205
Statues,-0.116
StaudSoft's Synthetic World,-0.144
Stay Alight,0.218
Stay Close,-0.335
Stay Dead Evolution,-0.366
Stealth Bastard Deluxe,0.564
Stealth Inc 2,0.033
Stealth Labyrinth,-0.002
Steam Heroes,-0.765
Steam Marines,-0.535
Steam Squad,0.219
Steam and Metal,-0.167
SteamHammerVR,0.192
SteamWorld Dig,0.512
SteamWorld Heist,0.611
Steamalot: Epoch's Journey,-0.061
Steamroll,0.527
Steel & Steam: Episode 1,-0.345
Steel Armor: Blaze of War,0.133
Steel Ocean,-0.011
Steel Rain,0.405
Steep,0.127
Stellar 2D,-0.55
Stellar Impact,-0.432
Stellar Interface,0.667
Stellar Monarch,0.218
Stellar Stars,0.5
Stellaris,0.28
Stephen's Sausage Roll,0.463
Steredenn,0.529
Stick 'Em Up 2,0.064
Stick It To The Man!,0.704
Stick RPG 2,-0.07
Stikbold!,0.476
Still Life,0.335
Still Life 2,-0.497
Stock Car Extreme,0.772
Stone Tales,0.029
Stonerid,-0.254
Stones of Sorrow,-0.209
Stop Online - Battle of Words,-0.092
Stories of Bethem: Full Moon,0.547
Stories: The Path of Destinies,0.372
Storm,0.191
Storm in a Teacup,-0.033
Storm of Spears,-0.232
Storm over the Pacific,-0.465
Stormworm+,0.6
Story of a Cube,0.187
Straima,0.291
Straimium Immortaly,0.395
Stranded,-0.57
Strange Night,-0.604
Stranger of Sword City,0.196
Strania - The Stella Machina -,0.633
Strata,0.631
Strategic War in Europe,-0.414
Strategy & Tactics: Wargame Collection,0.04
Strawberry Vinegar,0.557
Stray Cat Crossing,0.468
Streamline,-0.076
Street Arena,0.067
Street Fighter IV,0.04
Street Fighter V,-0.34
Street Fighter X Tekken,-0.223
Street Legal Racing: Redline v2.3.1,0.135
Street Racing Syndicate,0.189
Street Warriors Online,-0.357
Streets of Chaos,-0.485
Streets of Fury EX,0.811
Strider,0.722
Strife,0.123
Strife: Veteran Edition,0.632
Strike Force: Arctic Storm,-0.452
Strike Force: Desert Thunder,-1.0
Strike Suit Infinity,0.317
Strike Suit Zero,0.256
Strike Suit Zero: Director's Cut,0.175
Strike.is: The Game,-0.083
String Theory,0.518
Stroke of Fate: Operation Valkyrie,-0.374
Strong Bad Episode 1: Homestar Ruiner,0.391
Strong Bad Episode 2: Strong Badia the Free,0.989
Strong Bad Episode 3: Baddest of the Bands,0.982
Strong Bad Episode 5: 8-Bit Is Enough,0.965
Stronghold 2,0.38
Stronghold Crusader 2,-0.302
Stronghold Crusader HD,0.651
Stronghold HD,0.595
Stronghold Kingdoms,0.084
Stronghold Legends,0.362
StuntMANIA Reloaded,0.12
Styx: Master of Shadows,0.32
Sub Command,0.047
Subject 13,-0.432
Sublevel Zero Redux,0.473
Submerged,0.439
Subnautica,0.999
Subspace Continuum,0.591
Substance Designer 5,0.47
Substance Painter 2,0.489
Subterra,-1.0
Subterrain,0.484
Subterrarium,0.612
Sudeki,0.257
Sudoku Quest,-0.064
Sudokuball Detective,-0.76
Sugar Cube: Bittersweet Factory,0.13
Suguri,0.216
Suits: A Business RPG,0.317
Sumeru,1.0
Summer Athletics,-0.659
Summer Fling,-0.56
Summer Sale,-0.456
Summoner,0.326
Sumo Revise,-0.126
Sun Blast,-0.243
Sun Dogs,-0.087
SunAge: Battle for Elysium,-0.198
Sunken,-0.402
Sunless Sea,0.301
Sunny Hillride,-0.249
Sunrider Academy,0.003
Sunrider: Liberation Day - Captain's Edition,0.055
Sunset,-0.03
Sunset's Ashes,0.415
Super 3-D Noah's Ark,0.22
Super Blue Fighter,0.173
Super Button Soccer,-1.0
Super Chain Crusher Horizon,-0.059
Super Chibi Knight,0.362
Super Crate Box,0.279
Super Cube Smash,0.996
Super Cyborg,0.479
Super Destronaut,0.425
Super Dungeon Bros,0.538
Super Duper Party Pooper,0.371
Super Flippin' Phones,0.616
Super Galaxy Squadron EX Turbo,0.429
Super Goo Goo,-0.326
Super GunWorld 2,0.996
Super Helmets on Fire DX Ultra Edition Plus Alpha,-0.1
Super Hexagon,0.239
Super Hipster Lumberjack,0.012
Super House of Dead Ninjas,0.711
Super Intergalactic Gang,0.478
Super Jagua,0.675
Super Kaiju,0.992
Super Killer Hornet: Resurrection,-0.23
Super Kitty Boing Boing,0.199
Super Laser Racer,0.217
Super Lemonade Factory,-0.17
Super Life of Pixel,0.404
Super Meat Boy,0.538
Super Mega Baseball: Extra Innings,0.571
Super Mega Bob,0.164
Super Mega Neo Pug,0.183
Super Monday Night Combat,-0.028
Super Motherload,0.203
Super Mustache,-0.06
Super Mutant Alien Assault,0.251
Super Night Riders,0.43
Super Pixalo,-0.143
Super Puzzle Platformer Deluxe,0.475
Super Robot Jump Jump,0.692
Super Sanctum TD,0.461
Super Slam Dunk Touchdown,0.76
Super Snow Fight,0.543
Super Space Meltdown,-0.855
Super Star,0.097
Super Star Path,0.294
Super Switch,-0.998
Super Time Force Ultra,0.463
Super Toy Cars,-0.362
Super Trench Attack!,0.408
Super Ubie Island REMIX,0.353
Super Win the Game,0.548
Superbrothers: Sword & Sworcery EP,0.268
Supercharged Robot VULKAISER,0.592
Superstar Dance Club,-0.224
Superstatic,-0.116
Suppressed,0.868
Supreme Commander,0.485
Supreme Commander 2,0.456
Supreme Commander: Forged Alliance,0.709
Supreme League of Patriots Issue 1: A Patriot Is Born,-0.197
Supreme League of Patriots Issue 2: Patriot Frames,-0.271
Supreme League of Patriots Issue 3: Ice Cold in Ellis,-0.268
Supreme Ruler 1936,-0.111
Supreme Ruler 2020: Gold,0.243
Supreme Ruler Cold War,-0.037
Supreme Ruler Ultimate,0.097
Supreme: Pizza Empire,0.069
Surfingers,0.201
Surge,0.768
Surgeon Simulator,0.188
Surgeon Simulator: Experience Reality,0.23
SurrealVR,0.008
Survarium,-0.441
Survival Kingdom,0.299
Survival VR,0.33
Survivalist,0.207
Survive in Space,0.187
Survivor Squad,-0.121
Survivor Squad: Gauntlets,0.192
Swapperoo,0.504
Swarm Arena,0.338
SweatShop,-0.649
Sweet Candy Mahjong,0.731
Sweet Lily Dreams,-0.274
Sweet Volley High,0.192
Sweezy Gunner,0.222
Swift,-0.007
Swiftly,-0.52
Swipecart,-0.346
Switch Galaxy Ultra,-0.173
Sword Coast Legends,-0.242
Sword Daughter,-0.365
Sword Master VR,0.223
Sword of Asumi,-0.14
Sword of the Samurai,0.572
Sword of the Stars Complete Collection,0.46
Sword of the Stars II: Enhanced Edition,-0.508
Sword of the Stars: The Pit,0.429
Swordbreaker The Game,0.241
Swords & Crossbones: An Epic Pirate Story,-0.126
Swords and Soldiers HD,0.4
Swords and Sorcery - Underworld - DEFINITIVE EDITION,0.329
Syberia,0.318
Syberia 2,0.464
Syder Arcade,0.487
Sydney's World,0.681
Sylvio,-0.019
Sym,0.101
Symphony,0.439
Synchrom,0.756
Syndrome,0.181
Synonymy,-0.368
System Crash,0.676
System Shock 2,0.34
Systematic Immunity,0.67
T-Kara Puzzles,0.728
T.E.C. 3001,0.484
TAKEN,-0.704
TASTEE: Lethal Tactics,0.47
TDP4:Team Battle,-0.644
TDP5 Arena 3D,-0.525
TERROR LAB,-0.252
THE GAME OF LIFE ,0.025
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,0.491
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,0.486
THE KING OF FIGHTERS XIII STEAM EDITION,0.378
THE LAST BLADE,0.034
THOTH,0.449
TIMEframe,0.167
TIS-100,0.385
TOXIKK,0.02
TRAUMA,-0.043
TREBUCHET,0.238
TRESPASS - Episode 1,0.301
TRI: Of Friendship and Madness,0.528
TRIP Steam Edition,-0.451
TRIZEAL Remix,0.999
TRON 2.0,0.467
TRON RUN/r,0.161
TV Trouble,0.125
TY the Tasmanian Tiger,0.797
TY the Tasmanian Tiger 4,0.63
Table Top Racing: World Tour,0.207
TableTop Cricket,0.464
TableTop Soccer,0.452
Tabletop Simulator,0.625
Tabletopia,-0.287
Tachyon Project,0.397
Tachyon: The Fringe,0.708
Tactical Intervention,-0.283
Tadpole Treble,0.762
Tahira: Echoes of the Astral Empire,0.422
Taimumari: Definitive Edition,0.114
Take Command - 2nd Manassas,0.513
Take On Helicopters,-0.152
Take Thy Throne,0.039
Take the Dream IX,0.234
Takedown: Red Sabre,-0.409
Talent Not Included,-0.249
Tales Across Time,0.425
Tales From The Dragon Mountain 2: The Lair,-0.668
Tales From The Dragon Mountain: The Strix,-0.532
Tales [PC],0.599
Tales from Space: Mutant Blobs Attack,0.617
Tales from the Borderlands,0.705
Tales from the Void,0.607
Tales of Adventure 2,-0.676
Tales of Aravorn: Seasons Of The Wolf,0.574
Tales of Destruction,-0.864
Tales of Maj'Eyal,0.618
Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,0.35
Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay ,-0.314
Tales of Monkey Island: Chapter 3 - Lair of the Leviathan ,-0.271
Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood ,-0.983
Tales of Monkey Island: Chapter 5 - Rise of the Pirate God,-0.979
Tales of Symphonia,0.014
Tales of Zestiria,0.36
Tales of the Elements,0.217
Tales of the Orient: The Rising Sun,0.47
Talewind,0.228
Talisman: Digital Edition,0.186
Talisman: Prologue,-0.171
Talismania Deluxe,0.199
Tallowmere,0.629
Tango Fiesta,-0.007
Tanita: a plasticine dream,-0.105
Tank Battle: 1944,0.179
Tank Battle: North Africa,0.203
Tank Brawl,0.396
Tank Operations,-0.625
Tank Universal,0.047
Tank: The M1A1 Abrams Battle Tank Simulation,-0.396
TankZone Battle,0.533
Tap Heroes,0.099
Tap Tap Infinity,0.063
Tap Tap Legions - Epic battles within 5 seconds!,-0.408
Task Force 1942: Surface Naval Action in the South Pacific,-0.383
Tasty Blue,0.33
Tasty Planet: Back for Seconds,0.38
Tavernier,0.485
Taxi,-0.462
Tcheco in the Castle of Lucio,0.429
Tea Party Simulator 2015™,-0.163
Team Fortress 2,0.401
Team Fortress Classic,0.217
Team Indie,0.108
Technobabylon,0.734
Technolust,0.412
Techwars Online,0.192
Ted by Dawn,-0.327
Teddy Floppy Ear - Kayaking,0.365
Teddy Floppy Ear - Mountain Adventure,0.267
Teddy Floppy Ear - The Race,0.129
Teenage Mutant Ninja Turtles: Mutants in Manhattan,-0.155
Teeworlds,0.409
Teleglitch: Die More Edition,0.319
Telepath Tactics,0.279
Telltale Texas Hold'Em,-0.334
Tembo The Badass Elephant,0.136
Tempest,0.096
Tengami,0.34
Tennis Elbow 2013,0.59
Tennis in the Face,0.53
Tenshu General,-0.531
Tentacult!,0.311
TeraBlaster,-0.156
Terminal Velocity,0.44
Terra Lander Remastered,-0.092
Terra Nova: Strike Force Centauri,0.504
TerraTech,0.348
Terraform,0.334
Terraformer Expedition to Mars,-0.833
Terraria,0.643
Terrian Saga: KR-17,0.109
Terrorhedron,0.407
Tesla Breaks the World!,-0.658
Tesla Effect,0.555
Tesla VR,-0.226
Tesla's Tower: The Wardenclyffe Mystery,0.009
Teslagrad,0.519
TesserAct,-0.159
Test Drive®: Ferrari Racing Legends,-0.304
Tetris® Ultimate,-0.509
Tetrobot and Co.,0.753
Tex Murphy: Martian Memorandum,-0.396
Tex Murphy: Mean Streets,0.139
Tex Murphy: Overseer,-0.405
Tex Murphy: The Pandora Directive,0.71
Tex Murphy: Under a Killing Moon,0.471
Tharsis,-0.024
That Dam Level redux,0.319
"That Dragon, Cancer",0.315
That Old Time Religion,-0.03
The 11th Hour,-0.522
The 39 Steps,0.323
The 7th Guest,-0.129
The Abbey,-0.266
The Abbey of Crime Extensum,0.264
The Admin,-1.0
The Adventures of Mr. Bobley,-0.175
The Adventures of Tree,0.224
The Afterglow of Grisaia,0.993
The Age of Decadence,0.081
The Albino Hunter™ (Original),0.223
The Amazing Adventures of Ash - Afterparty,-0.144
The Amazing Shinsengumi: Heroes in Love,-0.788
The Amazing Spider-Man,-0.236
The Amber Throne,0.522
The Apogee Throwback Pack,0.547
The Apotheosis Project,-0.162
The Aquatic Adventure of the Last Human,0.151
The Archetype,-0.316
The Architect,-0.294
The Assembly,0.161
The Asskickers,-0.374
The Average Everyday Adventures of Samantha Browne,0.183
The Away Team,-0.034
The Baconing,0.229
The Ball,0.154
The Banner Saga,0.542
The Banner Saga 2,0.735
The Bard's Tale,0.446
The Basement Collection,0.454
The Battle for Sector 219,0.045
The Battle of Sol,-0.072
The Beard in the Mirror,0.5
The Beggar's Ride,0.375
The Beginner's Guide,0.358
The Bellows,-0.05
The Big Secret of a Small Town,0.314
The Binding of Isaac,0.483
The Binding of Isaac: Rebirth,0.557
The Black Watchmen,0.382
The Blackwell Legacy,0.605
The Blue Flamingo,-0.475
The Body Changer,-0.156
The Body VR: Journey Inside a Cell,0.751
The Book of Desires,-0.498
The Book of Legends,-0.003
The Book of Unwritten Tales,0.743
The Book of Unwritten Tales 2,0.554
The Book of Unwritten Tales: The Critter Chronicles,0.267
The Bottom of the Well,0.426
The Bridge,0.444
The Brookhaven Experiment,0.515
The Bug Butcher,0.651
The Bunker,0.175
The Bureau: XCOM Declassified,-0.328
The Cameron Files: The Secret at Loch Ness,-0.379
The Campaign Series: Fall Weiss,-0.481
The Cat Lady,0.719
The Cat Machine,0.501
The Cat and the Coup,0.454
The Cave,0.384
The Chaos Engine,-0.069
The Charnel House Trilogy,0.073
The Clans - Saga of the Twins,-0.74
The Clockwork Man,-0.472
The Clockwork Man: The Hidden World,-0.224
The Club,-0.252
The Coma,0.374
The Concourse,0.632
The Confines Of The Crown,0.514
The Construct,-0.393
The Consuming Shadow,0.487
The Cooking Game,0.894
The Corporate Machine,0.091
The Count Lucanor,0.582
The Counting Kingdom,0.478
The Crew,-0.081
The Crystal Nebula,0.604
The Cubicle.,0.465
The Culling Of The Cows,0.054
The Curse of Nordic Cove,-0.418
The Cursed Crusade,-0.221
The Daring Mermaid Expedition,-0.324
The Dark Eye: Chains of Satinav,0.509
The Dark Legions,-0.003
The Dark Stone from Mebara,-0.241
The Darkness II,0.346
The Deadly Tower of Monsters,0.592
The Deed,0.484
The Deed: Dynasty,0.353
The Deep Paths: Labyrinth Of Andokost,0.053
The Deer God,-0.315
The Defenders: The Second Wave,-0.299
The Deletion,0.101
The Depths of Tolagal,-0.046
The Descendant,0.086
The Desolate Hope,0.419
The Dig,0.72
The Divergent Series: Allegiant VR,-0.031
The Dope Game,0.14
The Dream Machine,0.777
The Dreamatorium of Dr. Magnus 2,-0.215
The Dungeoning,-0.17
The Dwarf Run,0.339
The Dwarves,0.183
The Dweller,0.813
The East New World,-0.012
The Egyptian Prophecy: The Fate of Ramses,-0.148
The Elder Scrolls III: Morrowind,0.475
The Elder Scrolls IV: Oblivion ,0.406
The Elder Scrolls Online,0.08
The Elder Scrolls V: Skyrim,-0.225
The Elder Scrolls V: Skyrim Special Edition,-0.238
The Emerald Maiden: Symphony of Dreams,0.119
The Emptiness Deluxe Edition,-0.922
The Enchanted Cave 2,0.509
The Enlightened League of Bone Builders and the Osseous Enigma Content,0.109
The Entente Gold,-0.62
The Escapist,-0.638
The Escapists,0.407
The Escapists: The Walking Dead,-0.091
The Evil Within,0.034
The Expendabros,0.432
The Eyes of Ara,0.582
The Fall,0.528
The Fall of the Dungeon Guardians,0.534
The Fastest Fist,0.093
The Few,-0.069
The Final Station,0.101
The First Templar,-0.217
The Fish Fillets 2,0.13
The Flame in the Flood,0.158
The Fleets of Sol,-0.603
The Flock,-0.454
The Floor is Jelly,0.372
The Flying Dutchman,-0.884
The Forest of Doom,0.22
The Forgotten Forest,-0.601
The Forgotten Ones,-0.44
The Four Kings Casino and Slots,-0.109
The Fruit of Grisaia,0.573
The Gallery - Episode 1: Call of the Starseed,0.543
The Gate,-0.289
The Girl and the Robot,-0.067
The Gleam: VR Escape the Room,0.0
The Glow,-0.477
The God's Chain,-0.446
The Golf Club,-0.235
The Good Life,-0.184
The Grandfather,-0.536
The Grave Digger,-0.034
The Graveyard,-0.118
The Great Art Race,0.127
The Great Escape,-0.816
The Great Jitters: Pudding Panic,0.257
The Growth Journey,-0.56
The Guest,0.103
The Guild Gold Edition,-0.076
The Guild II,-0.055
The Guild II - Pirates of the European Seas,0.025
The Guild II: Renaissance,0.048
The Guilt and the Shadow,0.523
The Happy Hereafter,0.056
The Hat Man: Shadow Ward,-0.298
The Haunted: Hells Reach,0.295
The Haunting of Billy Classic,0.534
The Herbalist,0.371
The Hero Project: Redemption Season,-0.003
The Hero of Kendrickstone,0.293
The Hidden Dragon,-0.676
The Hive,-0.258
The Hole Story,-0.524
The House,-0.544
The House in Fata Morgana,0.724
The Housewife,-0.61
The Howler,0.018
The Huntsman: Winter's Curse,0.224
The Hurricane of the Varstray -Collateral hazard-,-0.027
The I of the Dragon,-0.323
The Impossible Game,0.016
The Impossible Travel Agency,-0.007
The Incredible Adventures of Van Helsing,0.325
The Incredible Adventures of Van Helsing II,0.001
The Incredible Adventures of Van Helsing III,-0.337
The Incredible Adventures of Van Helsing: Final Cut,0.118
The Indie Mixtape,0.443
The Infinite Black,0.048
The Inner World,0.711
The Interactive Adventures of Dog Mendonça and Pizzaboy,0.294
The Interview,-0.761
The Jackbox Party Pack 2,0.569
The Jackbox Party Pack 3,0.629
The Janitor,-0.414
The Journey Down: Chapter One,0.476
The Journey Down: Chapter Two,0.796
The Journey Home,-0.585
The Juicer,0.434
The Kings' Crusade,-0.476
The Knobbly Crook,0.621
The LEGO® Movie - Videogame,0.408
The Lab,0.802
The Labyrinth of Grisaia,0.279
The Labyrinth of Time,0.334
The Lady,-0.433
The Land Of Lamia,-0.297
The Land of Eyas,0.672
The Language Game,0.121
The Last Crown: Midnight Horror,0.504
The Last Dogma,-0.587
The Last Door - Collector's Edition,0.569
The Last Dream: Developer's Edition,0.494
The Last Express Gold Edition,0.416
The Last Federation,0.009
The Last Hope,0.058
The Last NightMary - A Lenda do Cabeça de Cuia,-0.288
The Last Sniper VR,0.146
The Last Time,0.876
The Last Tinker: City of Colors,0.272
The Last Warlock,0.524
The Legend of Candlewind,-0.907
The Legend of Dark Witch,0.122
The Legend of Heroes: Trails in the Sky,0.602
The Legend of Heroes: Trails in the Sky SC,0.823
The Legend of Tango,-0.294
The Legions of Rome,-0.725
The Leisure of Grisaia,0.094
The Life Of Greather,-0.339
The Light Empire,-0.966
The Little Acre,0.366
The Little Crane That Could,-0.12
The Living Dungeon,0.129
The Logomancer,0.143
The Lonesome Fog,0.716
The Longest Journey,0.642
The Lord of the Rings Online™,0.261
The Lords of the Earth Flame,-0.068
The Lost,-1.0
The Lost Battalion: All Out Warfare,-0.088
The Lost City Of Malathedra,-0.956
The Lost Crown,0.097
The Lost Heir 2: Forging a Kingdom,0.38
The Lost Heir: The Fall of Daria,0.263
The Lost Mythologies,-0.432
The Lost Souls,-0.723
The Lost Valley,-0.492
The Madness of Little Emma,0.427
The Magic Circle,0.612
The Mahjong Huntress,-0.329
The Maker's Eden,0.287
The Martian VR Experience,-0.692
The Marvellous Miss Take,0.603
The Masterplan,-0.324
The Mean Greens - Plastic Warfare,0.233
The Men of Yoshiwara: Kikuya,0.131
The Men of Yoshiwara: Ohgiya,0.201
The Metronomicon: Slay The Dance Floor,0.781
The Mims Beginning,-0.152
The Minotaur,0.141
The Misadventures of P.B. Winterbottom,0.625
The Moment of Silence,-0.457
The Moon Sliver,0.255
The Music Machine,0.556
The Musketeers: Victoria's Quest,0.654
The Mysterious Cities of Gold - Secret Paths,-0.147
The Mystery of a Lost Planet,-0.215
The Mystery of the Druids,-0.316
The NADI Project,-0.169
The Narrator is a DICK,0.072
The Next BIG Thing,0.451
The Next Door,-0.339
The Next Penelope,0.257
The Next World,0.313
The Night Cafe,0.782
The Night The Carsons Disappeared,0.444
The Night of the Rabbit,0.477
The Nightmare Cooperative,-0.151
The Novelist,0.064
The ORPHEUS Ruse,-0.336
The Odyssey,0.46
The Oil Blue,0.18
The Old City: Leviathan,0.106
The Old Tree,0.352
The Orchard of Stray Sheep,-0.63
The Orphan Dreams,0.28
The Otherside,0.187
The Panic Room. House of secrets.,-0.367
The Park,0.216
The Path,-0.161
The Pirate: Caribbean Hunt,0.039
The Plan,0.199
The Planet of the Vicious Creatures,0.332
The Political Machine 2016,-0.053
The Polynomial,0.033
The Preposterous Awesomeness of Everything,0.087
The Princess and The Frog,0.006
The Princess' Heart,-0.117
The Promised Land,0.417
The Puppet Master,0.359
The Purge Day,0.99
The Purring Quest,0.292
The Quest,0.677
The Quivering,-0.197
The Race for the White House 2016,-0.64
The Rainy Port Keelung,0.185
The Raven - Legacy of a Master Thief,0.126
The Real Texas,0.881
The Red Solstice,0.21
The Reject Demon: Toko Chapter 0 - Prelude,0.335
The Return Home Remastered,-0.556
The Rise of Chubtan,0.329
The Ritual on Weylyn Island,-0.19
The Rivers of Alice - Extended Version,0.279
The Room,0.636
The Room Two,0.658
The Rose and I,0.593
The Sacred Tears TRUE,0.235
The Sad Story of Emmeline Burns,0.526
The Samaritan Paradox,0.075
The Sandbox,-0.172
The Sandbox Evolution,0.316
The Sea Eternal,-0.086
The Sea Will Claim Everything,0.729
The Secret Monster Society,0.177
The Secret Of Hildegards,-0.998
The Secret Order 2: Masked Intent,0.148
The Secret Order 3: Ancient Times,0.507
The Secret Order 4: Beyond Time,0.567
The Secret of Monkey Island: Special Edition,0.73
The Secret of Pineview Forest,-0.159
The Secret of Tremendous Corporation,0.187
The Settlers: Heritage of Kings,0.25
The Settlers: Rise of an Empire Gold Edition  ,0.317
The Seven Years War (1756-1763),0.003
The Shadowland,-0.026
The Sheltered,-0.569
The Ship,0.186
The Ship Single Player,-0.168
The Ship: Remasted,-0.027
The Shivah,0.038
The Shopkeeper,-0.762
The Showdown Effect,-0.099
The Silent Age,0.608
The Silver Case,0.559
The Sims(TM) 3,0.119
The Slaughter: Act One,0.573
The Solus Project,0.422
The Song of Seven : Overture,0.367
The Space Garden,0.21
The Spookening,0.995
The Stalin Subway,-0.569
The Stalin Subway: Red Veil,-0.445
The Stanford Ocean Acidification Experience,0.406
The Stanley Parable,0.175
The Stargazers,0.178
The Storm Guard: Darkness is Coming,0.329
The Strike,0.321
The Sun Will Rise,-0.107
The Sun and Moon,0.554
The Sun at Night,-0.34
The Survey,0.127
The Swapper,0.867
The Swindle,-0.088
The Tale of Doris and the Dragon - Episode 1,0.886
The Tale of a Common Man,0.67
The Talos Principle,0.709
The Tape,-0.476
The Technomancer,-0.089
The Temporal Invasion,0.3
The Testament of Sherlock Holmes,0.544
The Tiny Tale 2,0.5
The Tomorrow War,-0.565
The Tower - Fantogame,-1.0
The Tower Of Elements,-0.146
The Town of Light,0.116
The Travels of Marco Polo,0.426
The Treasures of Montezuma 3,-0.022
The Treasures of Montezuma 4,0.543
The Treasures of Montezuma 5,0.24
The Troma Project,-0.507
The Typing of The Dead: Overkill,0.165
The Ultimate DOOM,0.161
